Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1ZdhOMWyFR8Iv9eylMGYg2,"Mount Everest","Imagination & the Misfit Kid","Labrinth",2019-11-22,157497,77,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:52:18Z,"","Syco Music",0.494,0.428,0,-7.239,0,0.205,0.236,0.0698,0.0816,0.44,87.724,4
5QO79kh1waicV47BqGRL3g,"Save Your Tears","After Hours","The Weeknd",2020-03-20,215626,85,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:52:24Z,"","Republic Records",0.679,0.825,0,-5.487,1,0.0309,0.0212,0.0000121,0.543,0.644,118.049,4
2NbsBSshscKIPRG3kwBbfo,"Never Felt So Alone","Never Felt So Alone","Labrinth",2023-04-07,160166,69,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:52:25Z,"","Columbia",0.436,0.409,5,-4.438,1,0.0533,0.499,0.000166,0.38,0.363,98.357,3
4jTiyLlOJVJj3mCr7yfPQD,"This Could Be Us","SremmLife","Rae Sremmurd",2015-01-06,206306,77,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:52:28Z,"","Mike WiLL Made-It",0.732,0.69,0,-4.992,0,0.134,0.291,0,0.116,0.758,143.072,4
6jHvX8ZnHKC1PnrPMJ0Emt,"Cigarette Daydreams","Melophobia","Cage The Elephant",2013-10-08,208760,74,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:52:29Z,"współczesny rock","UMC (Universal Music Catalogue)",0.636,0.676,2,-3.442,1,0.0263,0.0807,0,0.0831,0.273,113.98,4
3bidbhpOYeV4knp8AIu8Xn,"Can't Hold Us (feat. Ray Dalton)","The Heist","Macklemore,Ryan Lewis,Macklemore & Ryan Lewis,Ray Dalton",2012-10-09,258342,80,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:52:38Z,"","Macklemore",0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,4
561jH07mF1jHuk7KlaeF0s,"Mockingbird","Encore (Deluxe Version)","Eminem",2004-11-12,250760,86,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:54:42Z,"rap,hip-hop","Aftermath",0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,4
5TRPicyLGbAF2LGBFbHGvO,"Flashing Lights","Graduation","Kanye West,Dwele",2007-09-11,237506,85,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:55:13Z,"rap,neo soul,smooth r&b","Roc-A-Fella",0.639,0.628,6,-7.578,0,0.0398,0.0381,0,0.386,0.43,90.482,4
3U5JVgI2x4rDyHGObzJfNf,"Unwritten","Unwritten","Natasha Bedingfield",2004-08-30,259333,87,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:55:40Z,"","Sony Music CG",0.706,0.8,5,-6.333,1,0.0399,0.00584,0,0.0822,0.629,100.011,4
6HU7h9RYOaPRFeh0R3UeAr,"deja vu","SOUR","Olivia Rodrigo",2021-05-21,215506,84,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:55:46Z,"","Olivia Rodrigo PS",0.442,0.612,2,-7.222,1,0.112,0.584,0.0000057,0.37,0.178,180.917,4
4iVVU8DyQvOVsKafv3KWIF,"Leave a Light On","What a Time To Be Alive","Tom Walker",2019-03-01,185863,74,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:56:10Z,"","Relentless Records",0.585,0.625,5,-5.94,1,0.109,0.0146,0.0000018,0.131,0.28,68.68,4
0VO8gYVDSwM1Qdd2GsMoYK,"Moth To A Flame (with The Weeknd)","Paradise Again","Swedish House Mafia,The Weeknd",2022-04-15,234000,80,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:56:18Z,"edm","Republic Records",0.553,0.659,8,-7.295,1,0.0391,0.0027,0,0.105,0.105,120.146,4
1cQ3LIkZE68pMSnPhZWXLu,"Earned It (Fifty Shades Of Grey)","The Highlights","The Weeknd",2021-02-05,277724,76,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:56:23Z,"","Universal Republic Records",0.658,0.282,2,-8.282,0,0.0353,0.433,0,0.0741,0.39,119.757,3
5wANPM4fQCJwkGd4rN57mH,"drivers license","SOUR","Olivia Rodrigo",2021-05-21,242013,85,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:56:28Z,"","Olivia Rodrigo PS",0.561,0.431,10,-8.81,1,0.0578,0.768,0.0000142,0.106,0.137,143.875,4
0nJW01T7XtvILxQgC5J7Wh,"When I Was Your Man","Unorthodox Jukebox","Bruno Mars",2012-12-07,213826,88,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:56:37Z,"","Atlantic Records",0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,4
3IX0yuEVvDbnqUwMBB3ouC,"bad idea right?","GUTS","Olivia Rodrigo",2023-09-08,184783,79,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:56:59Z,"","Olivia Rodrigo PS",0.631,0.881,9,-3.545,1,0.0995,0.00177,0.0000045,0.0639,0.808,129.981,4
00aqkszH1FdUiJJWvX6iEl,"Wicked Games","House Of Balloons (Original)","The Weeknd",2011-03-21,325305,71,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:57:05Z,"","Universal Republic Records",0.606,0.57,9,-6.684,1,0.032,0.0217,0.00000847,0.301,0.258,114.033,4
4Dvkj6JhhA12EX05fT7y2e,"As It Was","Harry's House","Harry Styles",2022-05-20,167303,87,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:57:20Z,"","Columbia",0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4
4V37tyDu9CtqYshvrgLke4,"Alleyways","I Love You.","The Neighbourhood",2013-04-22,267853,59,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:57:45Z,"","Columbia",0.622,0.831,5,-4.819,0,0.0273,0.00102,0.803,0.119,0.363,101.03,4
7MlDNspYwfqnHxORufupwq,"Sex, Drugs, Etc.","Pineapple Sunrise","Beach Weather",2023-03-03,196784,83,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:57:52Z,"","8123 / Arista Records",0.57,0.842,4,-5.085,0,0.0381,0.0136,0.00876,0.524,0.47,143.975,4
2Q3UgGcvhdaX6k13PDNguP,"Can't Pretend","Long Way Down (Deluxe)","Tom Odell",2013-06-24,217840,62,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:57:59Z,"","ITNO/Columbia",0.468,0.473,1,-8.503,0,0.0281,0.278,0.00061,0.117,0.286,79.055,4
7ijyGfG4NxMBobHgvu4lIM,"Hate Yourself","French Exit","TV Girl",2014-06-05,213760,66,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:58:09Z,"","TV Girl",0.643,0.891,9,-4.404,1,0.0322,0.642,0.085,0.119,0.886,95.813,4
2Kt1XplPBQBsDKQDa6TssB,"Flawless","I Love You.","The Neighbourhood",2013-04-22,246493,67,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:58:35Z,"","Columbia",0.568,0.871,0,-3.453,1,0.0308,0.0553,0.51,0.303,0.374,119.99,4
086myS9r57YsLbJpU0TgK9,"Why'd You Only Call Me When You're High?","AM","Arctic Monkeys",2013-09-09,161123,85,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:58:48Z,"indie,garage rock","Domino Recording Co",0.691,0.631,2,-6.478,1,0.0368,0.0483,0.0000113,0.104,0.8,92.004,4
6suYoN4gFkanqOBn5yRnJC,"Boys Will Be Bugs","Animal Kingdom","Cavetown",2019-04-12,329049,68,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:59:08Z,"bedroom pop","Oat Milk Industries and Many Hats Endeavors",0.486,0.528,1,-11.722,1,0.0463,0.00387,0.000014,0.106,0.452,178.519,4
3CRDbSIZ4r5MsZ0YwxuEkn,"Stressed Out","Blurryface","Twenty One Pilots",2015-05-15,202333,84,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:59:25Z,"","Fueled By Ramen",0.734,0.637,4,-5.677,0,0.141,0.0462,0.0000229,0.0602,0.648,169.977,4
2e3Ea0o24lReQFR4FA7yXH,"Love Yourz","2014 Forest Hills Drive","J. Cole",2014-12-09,211496,76,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T20:59:57Z,"rap","Roc Nation Records LLC",0.677,0.638,8,-8.631,1,0.333,0.589,0,0.193,0.435,82.81,4
2WFSy9WBAdKH8RnwL5deH2,"Zadzwoń do mnie","Art Brut 2","PRO8L3M",2020-03-07,152853,62,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:00:12Z,"","2020",0.491,0.716,6,-6.161,1,0.21,0.393,0,0.355,0.298,118.479,4
68MTDH8Kk4jBEV1ah0n89s,"EA (feat. 21 Savage)","SlimeBall 2","Young Nudy,21 Savage",2017-08-11,227175,73,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:00:23Z,"","Paradise East Records, LLC",0.451,0.876,10,-5.205,0,0.414,0.261,0,0.098,0.227,87.306,5
7lQ8MOhq6IN2w8EYcFNSUk,"Without Me","The Eminem Show","Eminem",2002-05-26,290320,87,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:00:28Z,"rap,hip-hop","Aftermath",0.908,0.669,7,-2.827,1,0.0738,0.00286,0,0.237,0.662,112.238,4
2U0GOsTIyBO8gBIIn3evID,"Deszcz na betonie (?)","Marmur","Taco Hemingway",2016-11-02,233466,47,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:00:47Z,"","Taco Corp",0.786,0.588,6,-8.38,0,0.118,0.0584,0.00106,0.0839,0.779,93.015,4
1ShFyui54RocwURUufmCIb,"Marmur","Marmur","Taco Hemingway",2016-11-02,310213,54,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:01:01Z,"","Taco Corp",0.643,0.553,11,-10.025,1,0.267,0.435,0.00000741,0.501,0.317,99.655,4
2vXKRlJBXyOcvZYTdNeckS,"Lost in the Fire (feat. The Weeknd)","Hyperion","Gesaffelstein,The Weeknd",2019-03-08,202093,82,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:01:27Z,"","Columbia",0.658,0.671,2,-12.21,1,0.0364,0.0928,0.000919,0.115,0.165,100.967,4
4lLtanYk6tkMvooU0tWzG8,"Grenade","Doo-Wops & Hooligans","Bruno Mars",2010-05-11,222091,81,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:01:31Z,"","Elektra (NEK)",0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,4
5WQQIDU3HRaMyPkob8mpFb,"Where Have You Been","Talk That Talk","Rihanna",2011-11-18,242680,76,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:01:53Z,"","Def Jam Recordings",0.719,0.847,0,-6.34,0,0.0919,0.00201,0.0204,0.221,0.443,127.96,4
13xxBnXOuiBxVxJI458B0i,"Unfaithful","A Girl Like Me","Rihanna",2006-04-10,226973,71,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:01:58Z,"","Def Jam Recordings",0.588,0.391,0,-8.607,0,0.0334,0.839,0,0.227,0.349,144.069,4
40YcuQysJ0KlGQTeGUosTC,"Me, Myself & I","When It's Dark Out","G-Eazy,Bebe Rexha",2015-12-04,251466,79,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:02:11Z,"","BPG/RVG/RCA Records",0.756,0.674,0,-6.518,0,0.0959,0.0184,0,0.158,0.389,111.995,4
3bNv3VuUOKgrf5hu3YcuRo,"Someone Like You","21","Adele",2011-01-24,285240,82,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:02:18Z,"soft pop","XL Recordings",0.556,0.319,9,-8.251,1,0.0281,0.893,0,0.0996,0.294,135.187,4
1OAh8uOEOvTDqkKFsKksCi,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","Grateful","DJ Khaled,Rihanna,Bryson Tiller",2017-06-22,204173,74,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:02:24Z,"r&b","Epic/We The Best",0.671,0.672,0,-3.094,0,0.0688,0.0329,0,0.118,0.632,97.979,4
7zwn1eykZtZ5LODrf7c0tS,"You Get Me So High","Hard To Imagine The Neighbourhood Ever Changing","The Neighbourhood",2018-11-02,153000,80,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:02:43Z,"","Columbia",0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,4
3IznIgmXtrUaoPWpQTy5jB,"Not Allowed","Who Really Cares","TV Girl",2016-02-25,167864,84,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:02:47Z,"","TV Girl",0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965,4
0y1QJc3SJVPKJ1OvFmFqe6,"Way down We Go","A/B","KALEO",2016-06-10,213706,82,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:02:57Z,"","Elektra (NEK)",0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,4
4KlL5Bwlm4yHYxr0B2rHci,"Heal","Long Way Down (Deluxe)","Tom Odell",2013-06-24,193080,72,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:03:14Z,"","ITNO/Columbia",0.445,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,72.246,4
3RIgHHpnFKj5Rni1shokDj,"Norman fucking Rockwell","Norman Fucking Rockwell!","Lana Del Rey",2019-08-30,248934,73,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:03:23Z,"","Polydor Records",0.215,0.203,5,-12.65,1,0.0346,0.968,0.0585,0.0923,0.143,78.287,1
1KuVEZR4xuQVNr1KkanAV4,"The Other Woman","Ultraviolence (Deluxe)","Lana Del Rey",2014-01-01,181960,73,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:03:31Z,"","Polydor Records",0.255,0.468,7,-6.43,0,0.0317,0.822,0.248,0.339,0.175,111.67,4
0SpkyS1Q4MD8GaVcP5YjT4,"Sunsetz","Cigarettes After Sex","Cigarettes After Sex",2017-06-09,215150,75,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:03:40Z,"dream pop","Partisan Records",0.41,0.48,9,-9.417,0,0.0294,0.0561,0.814,0.0972,0.129,75.303,4
7sq2z9oX2S0CvgTqCZ0ko4,"Strange","Not Your Muse (Deluxe)","Celeste",2021-01-29,255986,73,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:03:50Z,"","Polydor Records",0.286,0.0847,2,-9.883,1,0.0397,0.934,0.00000694,0.121,0.112,70.743,4
7aZDcmt34eouhqw29aMR91,"Skin and Bones","Skin and Bones","David Kushner",2024-01-19,214632,64,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:04:01Z,"","Miserable Music Group, LLC",0.484,0.457,10,-10.205,1,0.0376,0.649,0.477,0.148,0.17,116.9,4
3GWaFFi6TlPcZLYmCCHZ9O,"Teenage Dream","Teenage Dream","Stephen Dawes",2022-06-02,178000,68,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:04:15Z,"","Republic Records",0.622,0.375,10,-9.069,1,0.0279,0.411,0,0.0812,0.221,111.968,4
2VlLbhGLVJgdOW7kKdWWFc,"Six Feet Under","Six Feet Under","Billie Eilish",2016-11-17,189613,74,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:04:23Z,"","Darkroom",0.576,0.307,11,-12.732,0,0.0428,0.807,0.000355,0.0792,0.157,67.513,4
3FwWzOCkDwhu1RWTz3CSxJ,"Nie Kłami","Małomiasteczkowy","Dawid Podsiadło",2018-10-19,195666,51,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:04:28Z,"","Sony Music Entertainment",0.646,0.346,6,-9.352,0,0.0297,0.667,0,0.114,0.203,135.94,4
4k6Uh1HXdhtusDW5y8Gbvy,"Bad Habit","Gemini Rights","Steve Lacy",2022-07-15,232066,83,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:04:36Z,"","L-M Records/RCA Records",0.686,0.494,1,-7.093,1,0.0355,0.613,0.000058,0.402,0.7,168.946,4
2mdEsXPu8ZmkHRRtAdC09e,"Cinnamon Girl","Norman Fucking Rockwell!","Lana Del Rey",2019-08-30,300683,85,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:05:13Z,"","Polydor Records",0.294,0.337,6,-10.614,0,0.036,0.814,0.414,0.14,0.135,91.781,5
2r7BPog74oaTG5shNYiUnV,"House Of Balloons / Glass Table Girls","House Of Balloons (Original)","The Weeknd",2011-03-21,407315,77,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:05:27Z,"","Universal Republic Records",0.662,0.511,0,-8.419,1,0.0342,0.00237,0.0036,0.275,0.228,88.989,4
5jqNQZBwbZWQXPWfo0ygZF,"Art Deco","Honeymoon","Lana Del Rey",2015-09-18,295066,80,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:05:32Z,"","Polydor Records",0.282,0.464,11,-11.112,0,0.0533,0.544,0.215,0.111,0.0596,148.345,5
5JCoSi02qi3jJeHdZXMmR8,"favorite crime","SOUR","Olivia Rodrigo",2021-05-21,152666,82,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:05:38Z,"","Olivia Rodrigo PS",0.369,0.272,9,-10.497,1,0.0364,0.866,0,0.147,0.218,172.929,4
6QeYSvYqYUsfBzsApbjDHO,"Cigarettes out the Window","Who Really Cares","TV Girl",2016-02-25,198960,86,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:05:43Z,"","TV Girl",0.625,0.659,0,-5.669,1,0.0337,0.12,0,0.17,0.594,113.551,4
3pyyGVqWvRMq43qtJBzxe0,"Kids","Kids","Current Joys",2015-03-08,269142,31,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:05:48Z,"","Current Joys",0.828,0.66,6,-9.669,1,0.0337,0.508,0.403,0.0755,0.904,113.45,4
0EF1EE8zusg3Y869e56JFd,"Nothing's New","Good God!","Rio Romeo",2022-09-23,211000,80,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:06:07Z,"","FRTYFVE",0.421,0.394,11,-8.312,1,0.0277,0.863,0.00000474,0.0984,0.399,96.192,3
5Ohxk2dO5COHF1krpoPigN,"Sign of the Times","Harry Styles","Harry Styles",2017-05-12,340706,84,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:06:18Z,"","Columbia",0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,4
2nMeu6UenVvwUktBCpLMK9,"Young And Beautiful","Young And Beautiful","Lana Del Rey",2013-01-01,236053,85,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:06:26Z,"","Polydor Records",0.324,0.416,11,-8.92,0,0.0368,0.262,0.0000369,0.11,0.151,113.986,4
17cia5k4BpGVlyEfqrFH50,"Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","Olivia Rodrigo",2023-11-17,205483,74,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:06:31Z,"","Lions Gate Entertainment Inc. under exclusive license to Geffen Records",0.409,0.347,11,-8.159,0,0.0359,0.834,0.00000455,0.121,0.199,141.332,4
7uDUb37h7Xdhza1eWMkoJv,"Friends","Nostalgia - EP","Chase Atlantic",2015-02-21,230010,84,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:06:39Z,"","BMG Rights Management (US) LLC",0.328,0.608,11,-6.368,0,0.038,0.0117,0.00000645,0.108,0.0796,107.384,3
2GxrNKugF82CnoRFbQfzPf,"i like the way you kiss me","i like the way you kiss me","Artemas",2024-03-19,142514,84,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:07:01Z,"","Artemas",0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,4
,"undefined","undefined","undefined",,,,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:07:09Z,"","undefined",,,,,,,,,,,,
38GBNKZUhfBkk3oNlWzRYd,"NDA","Happier Than Ever","Billie Eilish",2021-07-30,195776,77,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:07:27Z,"","Darkroom/Interscope Records",0.765,0.373,8,-9.921,1,0.0713,0.341,0.525,0.112,0.554,85.016,4
46kspZSY3aKmwQe7O77fCC,"we can't be friends (wait for your love)","eternal sunshine","Ariana Grande",2024-03-08,228639,82,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:07:34Z,"pop","Republic Records",0.645,0.646,5,-8.334,1,0.0427,0.0615,0.0000304,0.074,0.295,115.842,4
0EPiMawxXmdDWKjRbk8f97,"Następna stacja","Umowa o dzieło","Taco Hemingway",2015-06-28,251826,62,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:07:57Z,"","Taco Corp",0.665,0.617,11,-7.068,0,0.233,0.422,0,0.0701,0.868,90.992,4
7MXVkk9YMctZqd1Srtv4MB,"Starboy","Starboy","The Weeknd,Daft Punk",2016-11-25,230453,89,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:08:31Z,"francuski house,muzyka elektroniczna","Universal Republic Records",0.679,0.587,7,-7.015,1,0.276,0.141,0.00000635,0.137,0.486,186.003,4
5mjYQaktjmjcMKcUIcqz4s,"Strangers","Strangers","Kenya Grace",2023-09-01,172964,77,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:08:46Z,"","Warner Records/Major Recordings",0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,4
5efQj1lkGkkm4sxFHfHrLO,"Jestem Bogiem","Kinematografia","Paktofonika",2000-12-18,202306,63,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:08:54Z,"","Universal Music Polska Sp. z o.o.",0.564,0.667,0,-8.232,1,0.297,0.125,0.185,0.107,0.448,180.13,4
47SjbGWuDZnVvSFyZEJCxG,"Pocałunki (M. Pawlikowska- Jasnorzewska)","Pocałunki (M. Pawlikowska- Jasnorzewska)","sanah",2023-07-13,190105,55,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:08:59Z,"","Magic Records",0.532,0.825,0,-6.463,1,0.105,0.18,0,0.0909,0.501,190.09,4
5E30LdtzQTGqRvNd7l6kG5,"Daddy Issues","Wiped Out!","The Neighbourhood",2015-10-30,260173,86,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:09:09Z,"","Columbia",0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4
3DK6m7It6Pw857FcQftMds,"Runaway","My Beautiful Dark Twisted Fantasy","Kanye West,Pusha T",2010-11-22,547733,82,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:09:41Z,"rap","Roc-A-Fella",0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,4
0KzAbK6nItSqNh8q70tb0K,"Where Is My Mind?","Death to the Pixies","Pixies",1997-10-06,229226,73,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:09:54Z,"rock alternatywny","4AD",0.513,0.442,4,-13.529,1,0.0343,0.00731,0.000838,0.0878,0.243,81.201,4
2Co0IjcLTSHMtodwD4gzfg,"I Bet on Losing Dogs","Puberty 2","Mitski",2016-06-17,170240,82,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:10:18Z,"","Dead Oceans",0.398,0.493,9,-9.561,1,0.0303,0.00347,0.000157,0.106,0.412,82.048,4
5CZ40GBx1sQ9agT82CLQCT,"traitor","SOUR","Olivia Rodrigo",2021-05-21,229226,86,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:11:09Z,"","Olivia Rodrigo PS",0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,4
,"undefined","undefined","undefined",,,,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:11:36Z,"","undefined",,,,,,,,,,,,
1fzAuUVbzlhZ1lJAx9PtY6,"Daylight","Lover","Taylor Swift",2019-08-23,293453,78,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:12:12Z,"","Taylor Swift",0.557,0.496,0,-9.602,1,0.0563,0.808,0.000173,0.0772,0.265,149.983,4
7fBv7CLKzipRk6EC6TWHOB,"The Hills","Beauty Behind The Madness","The Weeknd",2015-08-28,242253,86,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:15:04Z,"","Universal Republic Records",0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,4
09mEdoA6zrmBPgTEN5qXmN,"Call Out My Name","My Dear Melancholy,","The Weeknd",2018-03-30,228373,84,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:15:08Z,"","Universal Republic Records",0.461,0.593,1,-4.954,1,0.0356,0.165,0,0.307,0.174,134.165,3
4frLb7nWtsz2ymBE6k2GRP,"Earned It (Fifty Shades Of Grey)","Beauty Behind The Madness","The Weeknd",2015-08-28,277680,73,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:15:12Z,"","Universal Republic Records",0.657,0.291,2,-8.275,0,0.0348,0.405,0,0.0771,0.405,119.782,3
2p8IUWQDrpjuFltbdgLOag,"After Hours","After Hours","The Weeknd",2020-03-20,361026,81,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:15:16Z,"","Republic Records",0.658,0.572,5,-6.099,0,0.0308,0.0811,0.0061,0.121,0.144,108.968,4
68v3qkrYDYPMqd5YHzQbRV,"Adi Nowak x Taco Hemingway - Jesteś Wyjątkowa","Adi Nowak x Taco Hemingway - Jesteś Wyjątkowa","",,163631,0,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:17:47Z,"","undefined",,,,,,,,,,,,
2KrN3MCNztKcSleZgHEj83,"Little Lion Man","Sigh No More","Mumford & Sons",2009-01-01,245173,68,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:18:10Z,"folk,indie folk,folk rock","Universal-Island Records Ltd.",0.517,0.492,5,-8.05,1,0.0272,0.0275,0.0000319,0.0873,0.455,138.585,4
1PWnAEQcbwQwK759otUbta,"Writing's On The Wall - From Spectre Soundtrack","Writing's On The Wall","Sam Smith",2015-09-25,278987,63,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:18:27Z,"soft pop","PLG - Capitol",0.261,0.302,5,-8.19,0,0.0339,0.769,0.00000257,0.0863,0.0883,81.418,3
7brQHA2CgQpcMBiOlfiXYb,"Afraid","I Love You.","The Neighbourhood",2013-04-22,251186,73,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:19:12Z,"","Columbia",0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,4
1Qrg8KqiBpW07V7PNxwwwL,"Kill Bill","SOS","SZA",2022-12-08,153946,86,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:19:18Z,"r&b","Top Dawg Entertainment/RCA Records",0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,4
3UmaczJpikHgJFyBTAJVoz,"Stan","The Marshall Mathers LP","Eminem,Dido",2000-05-23,404106,80,g67f3jh6yh9zz6intmi4rh3nk,2024-04-15T21:19:31Z,"rap,hip-hop","Interscope",0.78,0.768,6,-4.325,0,0.238,0.0371,0.00000234,0.518,0.507,80.063,4
